name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,contentRatingLevel,year
Beverly Hills Chihuahua 3: Viva La Fiesta! ,4.7 based on 938 user ratings,2012-09-18,Lev L. Spiro,"Marcus Coloma,Erin Cahill,Cedric Yarbrough",NA,NA,NA,NA,"disney,direct-to-video-sequel-to-theatrical-movie,numbered-sequel,sequel","Adventure,Comedy,Family",NA,USA,English,NA,NA,NA,NA,Color,1.78:1,4.7,NA,2012
Hit and Run ,"6.1 based on 29,267 user ratings",2012-08-22,"David Palmer,Dax Shepard","Dax Shepard,Kristen Bell,Bradley Cooper",50,NA,NA,3,"witness-protection,getaway-driver,masturbation,penis,gay-cop","Action,Comedy,Romance","Rated R for pervasive language including sexual references, graphic nudity, some violence and drug content",USA,English,2000000,4675026(USA),13746550,100,Color,2.35:1,6.1,R,2012
Universal Soldier: Day of Reckoning ,"5.0 based on 16,142 user ratings",2012-10-25,John Hyams,"Jean-Claude Van Damme,Dolph Lundgren,Scott Adkins",58,NA,NA,NA,"army,home-invasion,combat,fight,church","Action,Horror,Mystery,Sci-Fi,Thriller","Rated R for brutal bloody violence throughout, strong sexual content, graphic nudity, and language",USA,English,11500000,3181(USA),5247,114,Color,2.35:1,5.0,R,2012
Morgan ,6.9 based on 911 user ratings,2012-01-07,Michael D. Akers,"Leo Minaya,Jack Kesy,Darra Like Dat Boyd",NA,NA,NA,NA,"paraplegic,beer,bicycle,basketball,wheelchair",Drama,NA,USA,English,NA,NA,NA,89,Color,1.78:1,6.9,NA,2012
Drifting in Los Angeles ,8.5 based on 21 user ratings,2013-04-22,Zhao Liu,"Chen Huang,Qianbaihui Yang,Zheng Liu",NA,NA,NA,NA,NA,"Documentary,Short,History",NA,USA,"English,Chinese,Japanese",3500,NA,NA,23,Color,16:9HD,8.5,NA,2013
"Peace, Love, & Misunderstanding ","5.9 based on 6,014 user ratings",2012-08-16,Bruce Beresford,"Jane Fonda,Catherine Keener,Elizabeth Olsen",45,NA,NA,NA,"motorcycle,hippie,new-york-city,manhattan-new-york-city,singing-on-a-truck","Comedy,Drama,Music,Romance",Rated R for drug content and some sexual references,USA,English,NA,105960(USA),539896,96,Color,2.35:1,5.9,R,2012
High School ,"5.9 based on 6,210 user ratings",2012-11-23,John Stalberg Jr.,"Matt Bush,Sean Marquette,Adrien Brody",31,NA,NA,NA,"drug-test,high-school,generation-y,mit,weed",Comedy,"Rated R for pervasive drugs and language, crude and sexual content, some nudity - all involving teens",USA,English,1000000,82740(USA),82740,95,Color,2.35:1,5.9,R,2012
The History of Future Folk ,"7.4 based on 2,142 user ratings",2013-05-31,"John Mitchell,Jeremy Kipp Walker","Nils d'Aulaire,Jay Klaitz,Julie Ann Emery",67,NA,NA,NA,NA,"Comedy,Music,Sci-Fi",NA,USA,"English,Spanish",NA,5775(USA),15943,86,Color,NA,7.4,NA,2013
The Apparition ,"4.1 based on 16,249 user ratings",2012-08-24,Todd Lincoln,"Ashley Greene,Sebastian Stan,Tom Felton",18,NA,NA,4,"experiment,supernatural,evil-spirit,e-mail,fear","Horror,Thriller",Rated PG-13 for terror/frightening images and some sensuality,USA,English,17000000,2955000(USA),4930798,83,Color,2.35:1,4.1,PG-13,2012
For Ellen ,"6.0 based on 1,517 user ratings",2012-09-19,So Yong Kim,"Paul Dano,Margarita Levieva,Jon Heder",61,NA,NA,NA,"six-year-old,musician,divorce,cigarette-smoking,swing",Drama,NA,USA,English,NA,6000(USA),7282,94,Color,2.35:1,6.0,NA,2012
At Any Price ,"5.7 based on 5,558 user ratings",2013-05-01,Ramin Bahrani,"Dennis Quaid,Zac Efron,Kim Dickens",61,NA,NA,NA,"race-car-driver,family-business,investigation,race-car,sex-standing-up","Drama,Thriller","Rated R for sexual content including a strong graphic image, and for language",USA,English,NA,16095(USA),379791,105,Color,NA,5.7,R,2013
Damsels in Distress ,"5.7 based on 7,607 user ratings",2012-04-26,Whit Stillman,"Greta Gerwig,Adam Brody,Analeigh Tipton",67,NA,NA,NA,"college,college-campus,fraternity,depression,dance-craze","Comedy,Drama,Romance",Rated PG-13 for mature thematic content including some sexual material,USA,English,NA,58589(USA),1007535,99,Color,1.85:1,5.7,PG-13,2012
Plurality ,7.1 based on 254 user ratings,2012-05-31,NA,NA,NA,NA,NA,NA,"new-york-city-new-york,hologram,surveillance,identification,dna","Short,Action,Sci-Fi,Thriller",NA,USA,English,NA,NA,NA,14,Color,NA,7.1,NA,2012
The Loneliest Planet ,"5.5 based on 3,156 user ratings",2013-01-03,Julia Loktev,"Gael García Bernal,Hani Furstenberg,Bidzina Gujabidze",76,NA,NA,NA,"caucasus-mountains,backpacking,animal-horn,man-in-underwear,human-shield",Thriller,NA,"USA,Germany","English,Georgian,Spanish",NA,15689(USA),128519,113,Color,1.66:1,5.5,NA,2013
The We and the I ,"6.1 based on 1,593 user ratings",2012-09-12,Michel Gondry,"Michael Brodie,Teresa Lynn,Raymond Delgado",65,NA,NA,NA,"last-day-of-school,teenager,bus,text-messaging,art-class",Drama,NA,"UK,USA,France",English,NA,10774(USA),28254,103,Color,1.85:1,6.1,NA,2012
2016: Obama's America ,"5.1 based on 8,970 user ratings",2012-08-24,"Dinesh D'Souza,John Sullivan","Jay Bastian,Joe Biden,Cait Brasel",28,NA,NA,2,"critically-bashed,partisan-commentary,political-propoganda,reenactment,punctuation-in-title",Documentary,"Rated PG for thematic elements, brief language and smoking images",USA,English,2500000,31610(USA),33349949,87,Color,1.85:1,5.1,PG,2012
No Place on Earth ,7.0 based on 702 user ratings,2013-05-09,Janet Tobias,"Chris Nicola,Fruzsina Pelikán,Saul Stermer",58,NA,NA,NA,"cave,interview,cave-dweller,jew,world-war-two","Documentary,War",Rated PG-13 for thematic elements including brief violent images,"UK,Germany,USA","English,German,Yiddish",NA,13813(USA),199659,83,Color,NA,7.0,PG-13,2013
Nobody Walks ,"5.4 based on 4,122 user ratings",2012-09-06,Ry Russo-Young,"John Krasinski,Olivia Thirlby,Rosemarie DeWitt",51,NA,NA,NA,"unfaithfulness,sound-engineer,guest-house,sound-effects,smelling-clothes",Drama,"Rated R for sexuality, language and some drug use",USA,"English,Italian",NA,7269(USA),24995,83,Color,1.78:1,5.4,R,2012
Middle of Nowhere ,"6.5 based on 1,031 user ratings",2014-09-01,Ava DuVernay,"Emayatzy Corinealdi,David Oyelowo,Lorraine Toussaint",75,NA,NA,NA,NA,Drama,Rated R for some language,USA,English,200000,78030(USA),78030,97,Color,2.35:1,6.5,R,2014
Mondays at Racine ,7.5 based on 166 user ratings,2012-04-20,NA,NA,NA,NA,NA,NA,NA,"Documentary,Short,Family",NA,USA,English,NA,NA,NA,39,Color,NA,7.5,NA,2012
Celebrity Sex Tape ,"2.9 based on 2,248 user ratings",2012-02-02,Scott Wheeler,"Jack Cullison,Howard Cai,Jonathan Brett",NA,NA,NA,NA,"nerd,boyfriend-girlfriend-relationship,virginity,extortion,college",Comedy,NA,USA,English,500000,NA,NA,87,Color,1.78:1,2.9,NA,2012
28 Hotel Rooms ,"5.8 based on 2,327 user ratings",2012-11-09,Matt Ross,"Marin Ireland,Chris Messina,Robert Deamer",50,NA,NA,NA,"male-pubic-hair,usa,bare-chested-male,female-frontal-nudity,female-full-frontal-nudity","Drama,Romance",NA,USA,English,NA,1869(USA),16017,82,Color,1.78:1,5.8,NA,2012
The Girl ,6.2 based on 946 user ratings,2013-12-06,David Riker,"Abbie Cornish,Geoffrey Rivas,Austin West",54,NA,NA,NA,"mexican-american-border,mexican-border,father-daughter-relationship,mother-daughter-relationship,mother-son-relationship","Drama,Mystery,Thriller","Rated PG-13 for thematic material including violence/disturbing images, and for language and smoking","USA,Mexico","Spanish,English",NA,NA,NA,NA,Color,NA,6.2,PG-13,2013
Big Easy Express ,7.6 based on 831 user ratings,2014-06-07,Emmett Malloy,"Ted Dwane,Ben Lovett,'Country' Winston Marshall",NA,NA,NA,NA,"train,bluegrass,usa,concert,folk-music","Documentary,Musical",NA,USA,English,NA,NA,NA,98,Color,NA,7.6,NA,2014
The Ducks' Migration ,6.5 based on 58 user ratings,2012-07-13,Omar Zúñiga Hidalgo,"Ryan Leach,William Moody,Kathryn Danielle",NA,NA,NA,NA,"bicycle,teenage-boy,male-nudity,park,friendship","Short,Biography,Drama,Romance",NA,"Chile,USA",English,NA,NA,NA,15,Color,1.78:1,6.5,NA,2012
Future Weather ,6.1 based on 396 user ratings,2012-04-29,Jenny Deller,"Perla Haney-Jardine,Lili Taylor,Amy Madigan",67,NA,NA,NA,"two-word-title,child-abandonment,female-protagonist,species-extinction,ecology",Drama,NA,USA,English,NA,NA,NA,100,Color,2.35:1,6.1,NA,2012
Columbus Circle ,"6.0 based on 8,752 user ratings",2012-03-06,George Gallo,"Selma Blair,Amy Smart,Kevin Pollak",NA,NA,NA,NA,"abusive-relationship,penthouse-apartment,murder,rich-family,agoraphobia","Crime,Drama,Mystery,Thriller","Rated PG-13 for violence, some language and thematic material",USA,English,10000000,NA,NA,82,Color,2.35:1,6.0,PG-13,2012
Lay the Favorite ,"4.8 based on 8,795 user ratings",2012-06-22,Stephen Frears,"Rebecca Hall,Bruce Willis,Vince Vaughn",38,NA,NA,4,"gambler,waitress,losing-streak,cocktail-waitress,money","Comedy,Drama,Romance","Rated R for language throughout, some sexual content, brief drug use, and nudity","USA,UK,France","English,Spanish",26350000,20998(USA),20998,94,Color,1.85:1,4.8,R,2012
Asad ,7.1 based on 715 user ratings,2012-04-21,Bryan Buckley,"Harun Mohammed,Ibrahim Moallim Hussein,Ali Mohammed",NA,NA,NA,NA,NA,"Short,Adventure,Drama",NA,"South Africa,USA",Somali,NA,NA,NA,18,Color,1.85:1,7.1,NA,2012
Bad Boy Street ,6.3 based on 735 user ratings,2012-07-19,NA,NA,NA,NA,NA,NA,"surprise,birthday,surprise-birthday-party,alley,france","Drama,Romance",NA,USA,"English,French",NA,NA,NA,80,Color,1.78:1,6.3,NA,2012
Sparkle ,"5.7 based on 5,158 user ratings",2012-08-17,Salim Akil,"Jordin Sparks,Carmen Ejogo,Whitney Houston",54,NA,NA,NA,"girl-group,sister,1960s,death,nightclub","Drama,Music","Rated PG-13 for mature thematic content involving domestic abuse and drug material, and for some violence, language and smoking",USA,English,17000000,11643342(USA),24397469,116,Color,2.35:1,5.7,PG-13,2012
Love or Whatever ,5.7 based on 347 user ratings,2014-07-22,Rosser Goodman,"Tyler Poelle,Joel Rush,Jennifer Elise Cox",NA,NA,NA,NA,"love,gay-man-has-sex-with-a-woman,app,bisexual-male,kiss",Comedy,NA,USA,English,NA,NA,NA,84,Color,1.78:1,5.7,NA,2014
We Are Legion: The Story of the Hacktivists ,"7.4 based on 7,393 user ratings",2012-10-30,Brian Knappenberger,"Anon2World,Anonyops,Julian Assange",66,NA,NA,NA,"anonymous,civil-disobedience,4chan,wikileaks,scientology",Documentary,NA,"USA,UK",English,NA,NA,NA,93,Color,NA,7.4,NA,2012
Treasure Buddies ,"4.6 based on 1,091 user ratings",2012-01-31,NA,NA,NA,NA,NA,NA,"dog-movie,mouse,reference-to-cleopatra,sequel,airplane","Comedy,Family",NA,"USA,Canada",English,NA,NA,NA,93,Color,NA,4.6,NA,2012
Simon Killer ,"6.2 based on 2,975 user ratings",2013-04-12,Antonio Campos,"Brady Corbet,Mati Diop,Lila Salet",63,NA,NA,NA,"prostitute,blackmail,masturbation,male-rear-nudity,written-by-director","Drama,Thriller",NA,"USA,France","English,French",NA,5054(USA),21303,101,Color,2.35:1,6.2,NA,2013
Beauty Is Embarrassing ,7.5 based on 901 user ratings,2012-03-10,Neil Berkeley,"Wayne White,Mimi Pond,Paul Reubens",72,NA,NA,NA,"painting,artist,landscape-painting,word-painting,cartoonist","Documentary,Biography,Comedy",NA,USA,English,NA,NA,NA,88,Color,NA,7.5,NA,2012
The Giant Mechanical Man ,"6.7 based on 7,915 user ratings",2012-04-27,Lee Kirk,"Jenna Fischer,Chris Messina,Topher Grace",43,NA,NA,NA,NA,"Comedy,Drama,Romance",Rated PG-13 for some sexual content and brief strong language,USA,English,NA,2831(USA),5360,NA,Color,NA,6.7,PG-13,2012
Maladies ,5.3 based on 507 user ratings,2012-06-29,Carter,"James Franco,Catherine Keener,Fallon Goodson",28,NA,NA,NA,"mental-illness,actor,one-word-title",Drama,NA,USA,English,1500000,NA,NA,96,Color,2.35:1,5.3,NA,2012
So Undercover ,"5.0 based on 14,613 user ratings",2012-12-06,Tom Vaughan,"Miley Cyrus,Jeremy Piven,Mike O'Malley",NA,NA,NA,NA,"fbi,sorority,college,undercover,female-protagonist","Action,Comedy",Rated PG-13 for some mature and suggestive content,USA,English,NA,NA,NA,94,Color,2.35:1,5.0,PG-13,2012
Sassy Pants ,"6.3 based on 1,488 user ratings",2012-10-26,Coley Sohn,"Anna Gunn,Ashley Rickards,Martin Spanjers",51,NA,NA,NA,"overbearing-mother,alcoholic,bowling,job-interview,telephone-call","Comedy,Drama",Rated R for language and some sexual references,USA,English,NA,NA,NA,88,Color,NA,6.3,R,2012
Museum Hours ,"6.9 based on 1,545 user ratings",2013-09-06,Jem Cohen,"Mary Margaret O'Hara,Bobby Sommer,Ela Piplits",84,NA,NA,NA,"art,museum,friendship,museum-guard,security-guard",Drama,NA,"Austria,USA","German,English",NA,29435(USA),83725,107,Color,1.78:1,6.9,NA,2013
Madea's Witness Protection ,"4.8 based on 7,346 user ratings",2012-06-29,Tyler Perry,"Tyler Perry,Eugene Levy,Denise Richards",42,NA,NA,NA,"ponzi-scheme,madea-series,critically-bashed,culture-shock,interracial-relationship","Comedy,Crime,Drama",Rated PG-13 for some crude sexual remarks and brief drug references,USA,English,20000000,25390575(USA),65623128,NA,Color,1.85:1,4.8,PG-13,2012
Marfa Girl ,5.4 based on 772 user ratings,2014-12-17,Larry Clark,"Adam Mediano,Drake Burnette,Jeremy St. James",37,NA,NA,NA,"erection,male-frontal-nudity,male-explicit-nudity,male-nudity,male-pubic-hair",Drama,NA,USA,English,2000000,NA,NA,105,Color,1.85:1,5.4,NA,2014
"Joshua Tree, 1951: A Portrait of James Dean ",5.6 based on 588 user ratings,2015-06-01,Matthew Mishory,"James Preston,Dan Glenn,Clare Grant",NA,NA,NA,NA,"pubic-hair,male-pubic-hair,actor,1950s,joshua-tree",Drama,NA,USA,"English,French",1000000,NA,NA,93,Black and White,1.85:1,5.6,NA,2015
Darling Companion ,"5.1 based on 2,544 user ratings",2012-05-24,Lawrence Kasdan,"Diane Keaton,Kevin Kline,Dianne Wiest",41,NA,NA,NA,"dog,search,wedding,woods,marriage","Comedy,Drama,Romance","Rated PG-13 for some sexual content including references, and language",USA,English,NA,39962(USA),793352,NA,Color,2.35:1,5.1,PG-13,2012
Vegucated ,"7.2 based on 1,956 user ratings",2011-09-10,Marisa Miller Wolfson,"Marisa Miller Wolfson,Chloe Davis,Cody Tarlow",NA,NA,NA,NA,"vegan,vegetarian","Documentary,Comedy",NA,USA,English,NA,NA,NA,76,Color,NA,7.2,NA,2011
InAPPropriate Comedy ,"2.9 based on 3,449 user ratings",2014-07-17,NA,NA,1,NA,NA,NA,"state-flag,scene-during-end-credits,lesbian-kiss,shooting-with-two-guns,cigarette-smoking",Comedy,"Rated R for strong crude and sexual content, graphic nudity, pervasive language and drug use",USA,English,NA,156414(USA),156414,83,Color,NA,2.9,R,2014
Sushi Girl ,"6.0 based on 3,840 user ratings",2012-11-27,NA,NA,NA,NA,NA,NA,"sushi,female-frontal-nudity,breaking-finger,female-rear-nudity,bare-breasts","Crime,Mystery,Thriller","Rated R for strong bloody violence, torture, language, nudity and brief drug use",USA,English,750000,NA,NA,98,Color,2.35:1,6.0,R,2012
Smitty ,5.3 based on 354 user ratings,2015-07-22,David M. Evans,"Brandon Tyler Russell,Freddie James,Peter Fonda",NA,NA,NA,NA,NA,"Drama,Family",Rated PG for mild thematic material and some language,USA,English,NA,NA,NA,94,Color,NA,5.3,PG,2015
Mass Effect: Paragon Lost ,"5.9 based on 1,826 user ratings",2012-12-28,Atsushi Takeuchi,"Laura Bailey,John Burgmeier,Bruce Carey",NA,NA,NA,NA,"battle,alien,prequel,anime","Animation,Action,Sci-Fi",NA,"USA,Japan,Canada,South Korea","Japanese,English",NA,NA,NA,84,Color,NA,5.9,NA,2012
Craigslist Joe ,"6.8 based on 3,479 user ratings",2014-09-01,Joseph Garner,"Joseph Garner,Kristos Andrews,Gina Keatley",45,NA,NA,NA,"craigslist,road-trip,independent-film,character-name-in-title","Documentary,Adventure",NA,USA,English,NA,NA,NA,90,Color,1.78:1,6.8,NA,2014
October Baby ,"6.8 based on 6,102 user ratings",2013-04-12,"Andrew Erwin,Jon Erwin","Rachel Hendrix,Jason Burkey,John Schneider",32,NA,NA,NA,"christian-preach,unprofessional-conduct,malpractice,anti-choice,abortion",Drama,Rated PG-13 for mature thematic material,USA,English,NA,102096(USA),5355847,NA,Color,NA,6.8,PG-13,2013
10 Years ,"6.1 based on 18,450 user ratings",2012-10-05,Jamie Linden,"Channing Tatum,Rosario Dawson,Chris Pratt",61,NA,NA,2,"high-school-reunion,reunion,kissing-while-having-sex,old-friends-reunited,reunited-friends","Comedy,Drama,Romance","Rated PG-13 for language, alcohol abuse, some sexual material and drug use",USA,English,NA,22707(USA),201146,NA,Color,NA,6.1,PG-13,2012
Bones Brigade: An Autobiography ,"8.1 based on 1,890 user ratings",2012-12-01,Stacy Peralta,"Tony Alva,Steve Caballero,Fred Durst",66,NA,NA,NA,"team,skateboarding,1980s,skateboard,character-name-in-title","Documentary,Sport",NA,USA,English,NA,NA,NA,90,Color,NA,8.1,NA,2012
Eden ,"6.7 based on 6,479 user ratings",2013-07-19,Megan Griffiths,"Jamie Chung,Beau Bridges,Matt O'Leary",63,NA,NA,NA,"prostitution,kidnapping,sex-trafficking,rape,torture","Crime,Drama","Rated R for disturbing violent and sexual content involving human trafficking, language and drug use",USA,"English,Chinese,Spanish",NA,NA,NA,NA,Color,2.35:1,6.7,R,2013
ATM ,"4.7 based on 18,619 user ratings",2012-03-02,David Brooks,"Alice Eve,Josh Peck,Brian Geraghty",34,NA,NA,NA,"trapped,colleague,co-worker,slasher-killer,sole-survivor","Horror,Thriller",Rated R for violence and terror,"USA,Canada",English,3000000,2034(USA),2034,90,Color,1.85:1,4.7,R,2012
Sun Don't Shine ,6.3 based on 350 user ratings,2012-03-10,Amy Seimetz,"Kate Lyn Sheil,Kentucker Audley,AJ Bowen",70,NA,NA,NA,"road-trip,florida,gulf-coast,body-in-a-car-trunk,no-opening-credits","Crime,Drama,Mystery,Romance,Thriller",NA,USA,English,NA,NA,NA,90,Color,1.78:1,6.3,NA,2012
Seeking Asian Female ,7.3 based on 227 user ratings,2012-03-12,NA,NA,NA,NA,NA,NA,NA,Documentary,NA,USA,"English,Mandarin",NA,NA,NA,82,Color,NA,7.3,NA,2012
Transit ,"5.8 based on 9,295 user ratings",2012-04-20,Antonio Negret,"Jim Caviezel,James Frain,Elisabeth Röhm",NA,NA,NA,NA,"criminal,heist,police,gang,roadblock","Action,Crime,Thriller","Rated R for violence and terror, perasive language and brief teen drug use",USA,English,5000000,NA,NA,88,Color,2.35:1,5.8,R,2012
Inge Druckrey: Teaching to See ,8.4 based on 20 user ratings,2012-07-15,Andrei Severny,"Ken Carbone,Inge Druckrey,Kris Holmes",NA,NA,NA,NA,"education,calligraphy,design","Documentary,Short",NA,USA,English,NA,NA,NA,37,Color,16:9HD,8.4,NA,2012
Blue Like Jazz ,"6.0 based on 2,578 user ratings",2012-04-13,Steve Taylor,"Marshall Allman,Claire Holt,Tania Raymonde",48,NA,NA,NA,"college,texas,church,color-in-title,philosophy","Comedy,Drama","Rated PG-13 for mature thematic material, sexuality, drug and alcohol content, and some language",USA,English,1200000,258653(USA),594904,108,Color,1.85:1,6.0,PG-13,2012
It's a Disaster ,"6.5 based on 8,521 user ratings",2013-06-07,Todd Berger,"Rachel Boston,Laura Adkin,Kevin M. Brennan",57,NA,NA,NA,"brunch,nervous-breakdown,confession,last-supper,suicide-pact","Comedy,Drama","Rated R for language including sexual references, and some drug content",USA,English,NA,15305(USA),38100,NA,Color,NA,6.5,R,2013
Pablo ,7.0 based on 111 user ratings,2013-06-21,NA,NA,NA,NA,NA,NA,NA,"Animation,Biography",NA,USA,English,NA,NA,NA,90,Color,NA,7.0,NA,2013
The Letter ,"3.7 based on 1,159 user ratings",2013-06-27,Jay Anania,"Winona Ryder,Josh Hamilton,Marin Ireland",NA,NA,NA,NA,NA,"Drama,Thriller",Rated R for sexuality and language,USA,English,10000000,NA,NA,92,Color,NA,3.7,R,2013
Resolution ,"6.2 based on 7,003 user ratings",2013-01-23,"Justin Benson,Aaron Moorhead","Peter Cilella,Vinny Curran,Emily Montague",78,NA,NA,NA,"cd,best-friend,indian-reservation,drug,cabin","Horror,Mystery,Thriller",NA,USA,English,NA,NA,NA,NA,Color,2.35:1,6.2,NA,2013
Al midan ,"8.1 based on 6,661 user ratings",2014-01-10,Jehane Noujaim,"Ahmed Hassan,Khalid Abdalla,Magdy Ashour",84,NA,NA,NA,NA,"Documentary,Drama,History,News",NA,"Egypt,USA,UK","Arabic,English",1500000,NA,NA,108,Color,1.85:1,8.1,NA,2014
An Oversimplification of Her Beauty ,6.1 based on 450 user ratings,2013-04-12,Terence Nance,"Alisa Becher,Jc Cain,Dexter Jones",74,NA,NA,NA,NA,"Animation,Comedy,Drama,Romance",NA,USA,English,NA,10055(USA),65975,84,Color,NA,6.1,NA,2013
Kiss of the Damned ,"5.6 based on 3,657 user ratings",2013-03-28,Xan Cassavetes,"Joséphine de La Baume,Milo Ventimiglia,Roxane Mesquida",48,NA,NA,NA,"vampire,sister,rural-setting,supernatural-power,blood-splatter","Drama,Horror,Romance","Rated R for bloody violence, strong sexual content, nudity, language and some drug use",USA,English,NA,2723(USA),14325,NA,Color,2.35:1,5.6,R,2013
Bettie Page Reveals All ,"7.1 based on 1,064 user ratings",2013-11-22,Mark Mori,"Bettie Page,Hugh M. Hefner,Olivia de Berardinis",64,NA,NA,NA,"pinup,bettie-page,photography,bondage,1950s",Documentary,Rated R for sexual content and graphic nudity throughout,USA,English,NA,4846(USA),102378,101,Color,1.78:1/(highdefinition),7.1,R,2013
Dark Horse ,"5.9 based on 4,416 user ratings",2012-06-29,Todd Solondz,"Jordan Gelber,Selma Blair,Christopher Walken",66,NA,NA,NA,"collectible,theater-poster,poster,cemetery,tombstone","Comedy,Drama",NA,USA,English,2000000,13551(USA),812115,86,Color,1.85:1,5.9,NA,2012
BearCity 2: The Proposal ,6.4 based on 392 user ratings,2012-07-20,Douglas Langway,"Kevin Smith,Kathy Najimy,Richard Riehle",44,NA,NA,NA,"sequel,four-word-title,mixed-caps-in-title,colon-in-title,numbered-sequel",Comedy,NA,USA,English,NA,NA,NA,110,Color,NA,6.4,NA,2012
Travelling Salesman ,5.9 based on 847 user ratings,2012-06-16,Timothy Lanzone,"Danny Barclay,Eric Bloom,David John Cole",NA,NA,NA,NA,"government,mathematician,science,computer,fictional-war","Drama,Mystery,Sci-Fi,Thriller",NA,USA,English,NA,NA,NA,80,Color,NA,5.9,NA,2012
L!fe Happens ,"5.7 based on 6,004 user ratings",2012-04-13,Kat Coiro,"Krysten Ritter,Kate Bosworth,Rachel Bilson",44,NA,NA,4,"one-night-stand,los-angeles-california,roommate,friendship,single-mother",Comedy,Rated R for sexual content including references,"USA,Canada",English,930000,20186(USA),20186,NA,Color,2.35:1,5.7,R,2012
Loosies ,"6.2 based on 5,070 user ratings",2011-11-09,Michael Corrente,"Peter Facinelli,Jaimie Alexander,Michael Madsen",35,NA,NA,NA,"subway,f-word,new-york-city,thief","Comedy,Crime,Romance","Rated PG-13 for some violence, sexual content and language",USA,"English,Spanish",3900000,808(USA),3318,NA,Color,2.35:1,6.2,PG-13,2011
Petunia ,5.0 based on 542 user ratings,2013-06-28,Ash Christian,"Tobias Segal,Thora Birch,Christine Lahti",40,NA,NA,NA,"sex-addiction,dysfunctional-family,new-york-city,pregnancy-test,kissing","Comedy,Drama",NA,USA,English,NA,NA,NA,112,Color,NA,5.0,NA,2013
Saints and Soldiers: Airborne Creed ,"5.6 based on 3,061 user ratings",2012-08-17,Ryan Little,"Corbin Allred,David Nibley,Jasen Wade",NA,NA,NA,NA,"mp40,uniform,map,dead-soldier,machine-gun","Action,Drama,War",Rated PG-13 for war violence,USA,English,NA,NA,NA,94,Color,NA,5.6,PG-13,2012
50/50 ,"7.7 based on 270,092 user ratings",2011-09-30,Jonathan Levine,"Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick",72,NA,NA,1,"cancer,best-friend,therapist,survival-rate,vomiting","Comedy,Drama,Romance","Rated R for language throughout, sexual content and some drug use",USA,English,8000000,8644095(USA),34963967,100,Color,1.85:1,7.7,R,2011
Generation Um... ,"4.1 based on 2,980 user ratings",2013-05-28,Mark Mann,"Keanu Reeves,Bojana Novakovic,Adelaide Clemens",25,NA,NA,NA,"new-york-city,girl-in-panties,pink-panties,panties,bare-breasts",Drama,"Rated R for strong sexual content, drug use and language",USA,English,1700000,NA,NA,NA,Color,NA,4.1,R,2013
The Color of Time ,4.6 based on 953 user ratings,2014-12-09,"Edna Luise Biesold,Sarah-Violet Bliss","James Franco,Mila Kunis,Jessica Chastain",34,NA,NA,NA,"poet,based-on-poem,flashback,husband-wife-relationship,mother-son-relationship","Biography,Drama,Romance","Rated R for some sexuality, nudity, language and drug use",USA,English,NA,NA,NA,73,Color,NA,4.6,R,2014
Dreamworks Spooky Stories ,6.6 based on 79 user ratings,2012-10-26,NA,NA,NA,NA,NA,NA,NA,"Animation,Adventure,Comedy,Family,Fantasy,Horror,Mystery,Romance,Sci-Fi",NA,USA,English,NA,NA,NA,84,Black and White,1.66:1,6.6,NA,2012
Roadie ,6.0 based on 955 user ratings,2012-01-06,Michael Cuesta,"Ron Eldard,Bobby Cannavale,Jill Hennessy",61,NA,NA,NA,"roadie,band,neighbor,ex-boyfriend-ex-girlfriend-relationship,leather-jacket","Comedy,Drama,Music",Rated R for pervasive language and some drug content,USA,English,NA,2661(USA),7556,NA,Color,NA,6.0,R,2012
Seeking Dolly Parton ,7.0 based on 24 user ratings,2015-05-02,NA,NA,NA,NA,NA,NA,NA,"Comedy,Drama,Romance",NA,USA,English,NA,NA,NA,97,Color,NA,7.0,NA,2015
Soldiers of Fortune ,"4.3 based on 6,211 user ratings",2012-07-19,Maxim Korostyshevsky,"Christian Slater,Sean Bean,Ving Rhames",19,NA,NA,NA,"military,what-happened-to-epilogue,bridge,fireworks,beating","Action,Thriller",Rated R for violence and language,"Russia,USA",English,8000000,24978(USA),38842,94,Color,2.35:1,4.3,R,2012
Meeting Evil ,"5.3 based on 9,980 user ratings",2012-03-30,Chris Fisher,"Luke Wilson,Samuel L. Jackson,Leslie Bibb",NA,NA,NA,NA,"foreclosure,impersonating-a-police-officer,marital-infidelity,killing-spree,murder","Crime,Drama,Mystery,Thriller",Rated R for violent content and language,USA,English,NA,181(USA),181,89,Color,1.78:1,5.3,R,2012
Jackpot ,4.9 based on 194 user ratings,2012-07-14,Adam Baran,"Ethan Navarro,Adam Fleming,Ryan DeLuca",NA,NA,NA,NA,"gay-bait,ganging-up,dumpster,gay-interest,masturbation","Short,Comedy",NA,USA,English,20000,NA,NA,10,Color,1.78:1,4.9,NA,2012
Bottom ,3.9 based on 33 user ratings,2012-10-20,Todd Verow,NA,NA,NA,NA,NA,"sex,unsimulated-sex,industrial-music,oral-sex,fetish-sex","Documentary,Biography",NA,USA,English,NA,NA,NA,85,Color,1.78:1,3.9,NA,2012
